Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.choice_1,Answer.choice_10,Answer.choice_11,Answer.choice_12,Answer.choice_13,Answer.choice_14,Answer.choice_15,Answer.choice_16,Answer.choice_17,Answer.choice_18,Answer.choice_19,Answer.choice_2,Answer.choice_20,Answer.choice_3,Answer.choice_4,Answer.choice_5,Answer.choice_6,Answer.choice_7,Answer.choice_8,Answer.choice_9,Answer.comments,Answer.display.screenHeight,Answer.display.screenWidth,Answer.pic_0,Answer.pic_1,Answer.pic_10,Answer.pic_11,Answer.pic_12,Answer.pic_13,Answer.pic_14,Answer.pic_15,Answer.pic_16,Answer.pic_17,Answer.pic_18,Answer.pic_19,Answer.pic_2,Answer.pic_20,Answer.pic_21,Answer.pic_22,Answer.pic_23,Answer.pic_24,Answer.pic_25,Answer.pic_26,Answer.pic_27,Answer.pic_28,Answer.pic_29,Answer.pic_3,Answer.pic_30,Answer.pic_31,Answer.pic_32,Answer.pic_33,Answer.pic_34,Answer.pic_35,Answer.pic_36,Answer.pic_37,Answer.pic_38,Answer.pic_39,Answer.pic_4,Answer.pic_40,Answer.pic_41,Answer.pic_42,Answer.pic_43,Answer.pic_44,Answer.pic_45,Answer.pic_46,Answer.pic_47,Answer.pic_48,Answer.pic_49,Answer.pic_5,Answer.pic_50,Answer.pic_51,Answer.pic_52,Answer.pic_53,Answer.pic_54,Answer.pic_55,Answer.pic_56,Answer.pic_57,Answer.pic_58,Answer.pic_59,Answer.pic_6,Answer.pic_60,Answer.pic_61,Answer.pic_62,Answer.pic_63,Answer.pic_64,Answer.pic_65,Answer.pic_66,Answer.pic_67,Answer.pic_68,Answer.pic_69,Answer.pic_7,Answer.pic_70,Answer.pic_71,Answer.pic_72,Answer.pic_73,Answer.pic_74,Answer.pic_75,Answer.pic_76,Answer.pic_77,Answer.pic_78,Answer.pic_79,Answer.pic_8,Answer.pic_80,Answer.pic_81,Answer.pic_82,Answer.pic_83,Answer.pic_84,Answer.pic_85,Answer.pic_86,Answer.pic_87,Answer.pic_88,Answer.pic_89,Answer.pic_9,Answer.pic_90,Answer.pic_91,Answer.pic_92,Answer.pic_93,Answer.pic_94,Answer.pic_95,Answer.pic_96,Answer.pic_97,Answer.pic_98,Answer.pic_99,Answer.repic_1,Answer.repic_10,Answer.repic_11,Answer.repic_12,Answer.repic_13,Answer.repic_14,Answer.repic_15,Answer.repic_16,Answer.repic_17,Answer.repic_18,Answer.repic_19,Answer.repic_2,Answer.repic_20,Answer.repic_3,Answer.repic_4,Answer.repic_5,Answer.repic_6,Answer.repic_7,Answer.repic_8,Answer.repic_9,Answer.rt_0,Answer.rt_1,Answer.rt_10,Answer.rt_11,Answer.rt_12,Answer.rt_13,Answer.rt_14,Answer.rt_15,Answer.rt_16,Answer.rt_17,Answer.rt_18,Answer.rt_19,Answer.rt_2,Answer.rt_20,Answer.rt_21,Answer.rt_22,Answer.rt_23,Answer.rt_24,Answer.rt_25,Answer.rt_26,Answer.rt_27,Answer.rt_28,Answer.rt_29,Answer.rt_3,Answer.rt_30,Answer.rt_31,Answer.rt_32,Answer.rt_33,Answer.rt_34,Answer.rt_35,Answer.rt_36,Answer.rt_37,Answer.rt_38,Answer.rt_39,Answer.rt_4,Answer.rt_40,Answer.rt_41,Answer.rt_42,Answer.rt_43,Answer.rt_44,Answer.rt_45,Answer.rt_46,Answer.rt_47,Answer.rt_48,Answer.rt_49,Answer.rt_5,Answer.rt_50,Answer.rt_51,Answer.rt_52,Answer.rt_53,Answer.rt_54,Answer.rt_55,Answer.rt_56,Answer.rt_57,Answer.rt_58,Answer.rt_59,Answer.rt_6,Answer.rt_60,Answer.rt_61,Answer.rt_62,Answer.rt_63,Answer.rt_64,Answer.rt_65,Answer.rt_66,Answer.rt_67,Answer.rt_68,Answer.rt_69,Answer.rt_7,Answer.rt_70,Answer.rt_71,Answer.rt_72,Answer.rt_73,Answer.rt_74,Answer.rt_75,Answer.rt_76,Answer.rt_77,Answer.rt_78,Answer.rt_79,Answer.rt_8,Answer.rt_80,Answer.rt_81,Answer.rt_82,Answer.rt_83,Answer.rt_84,Answer.rt_85,Answer.rt_86,Answer.rt_87,Answer.rt_88,Answer.rt_89,Answer.rt_9,Answer.rt_90,Answer.rt_91,Answer.rt_92,Answer.rt_93,Answer.rt_94,Answer.rt_95,Answer.rt_96,Answer.rt_97,Answer.rt_98,Answer.rt_99,Approve,Reject
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,3AUQQEL7U64E0D9W5H97E8FPTMJ0VW,A1HXFSN27CGCCU,Submitted,Mon Apr 02 19:21:46 PDT 2018,Mon Apr 02 19:27:22 PDT 2018,Thu Apr 05 19:27:22 PDT 2018,,,,336,0% (0/0),0% (0/0),0% (0/0),0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,{},900,1440,17,-2,-23,-21,29,-11,-36,1,-9,16,44,28,-39,14,11,-41,15,-19,4,13,18,39,26,-7,20,27,-10,-40,-35,-22,-49,23,8,-47,2,-24,-42,38,3,34,-27,47,-20,21,-13,12,-12,-44,-17,50,-43,-30,24,-50,-8,-16,45,-5,31,48,49,25,-15,36,-4,-25,-34,-3,42,6,-32,19,-14,-45,30,-28,10,-29,-31,-1,41,46,-6,-26,-48,37,35,7,32,-38,40,9,22,43,-33,-46,33,-18,5,-37,102,-17,47,105,107,31,108,48,-46,109,110,2,-33,-39,101,103,26,104,-49,106,3963,3177,2413,1799,2565,2369,1889,2444,2478,2846,2188,2326,3600,2255,2772,2218,2474,1935,2189,2381,2370,2473,2502,2910,2385,2458,2249,2759,2368,2130,2488,2338,2414,2593,3165,2342,2112,2145,2279,2819,2093,1843,2054,1813,1664,3781,1919,2026,1588,2924,1995,2399,2789,2083,1918,1874,2803,1959,3690,2520,2443,2489,1979,2789,2428,2159,1844,2654,2370,1995,1948,2172,1592,1780,1994,1454,1933,1498,2729,1640,2579,2173,2024,2069,1739,2011,2863,2009,2368,2835,2834,2413,2714,2744,2369,2098,2024,2144,2325,1875,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,3BF51CHDTWL9ICEC0SS3Z7OGL780H6,ATKZ6Y1VFB8M9,Submitted,Mon Apr 02 19:20:21 PDT 2018,Mon Apr 02 19:32:43 PDT 2018,Thu Apr 05 19:32:43 PDT 2018,,,,742,100% (1/1),0% (0/0),0% (0/0),1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,{},768,1366,-23,-21,-43,28,-28,38,47,32,-18,1,-49,26,-47,9,-13,2,33,37,-15,4,24,10,-36,48,-16,5,43,29,-33,-12,42,27,23,44,-24,-17,19,17,18,-46,22,-19,-8,14,8,6,-9,-40,-14,-35,-7,-5,45,-39,34,36,21,7,-1,30,-26,50,-32,-34,-29,-44,3,-37,40,-27,49,-30,-10,-20,35,-2,-6,-42,16,-3,39,-45,-4,-22,12,-48,-31,-50,11,-11,-38,-25,20,46,31,13,15,-41,41,25,16,105,-35,34,108,-34,40,107,13,31,109,101,110,48,102,103,5,104,-13,106,17669,13445,2029,2468,2243,3019,2420,2193,2873,2238,2600,2445,2944,6400,3509,3893,3291,3486,2654,1837,1745,1749,2131,3489,2250,2316,2051,1750,2486,2015,2037,2565,2303,1783,7402,7217,2045,2999,2269,1806,3800,2533,2296,2238,2108,5311,2401,3325,2673,2020,2015,1891,2698,1901,2531,2119,2340,5390,3278,2642,1936,3120,1504,1501,1408,2792,1934,2326,1646,2188,1590,1531,1690,1580,1578,1568,1570,1474,12091,3346,1639,1732,2241,3219,2739,1883,1719,2228,2319,2707,1748,1687,4336,2669,2524,3008,2030,2236,2643,1896,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,3C5W7UE9CG137GLYU1XN0QJNC0SMXW,A1CE2XPYCDRHVZ,Submitted,Mon Apr 02 19:39:35 PDT 2018,Mon Apr 02 20:34:12 PDT 2018,Thu Apr 05 20:34:12 PDT 2018,,,,3277,100% (5/5),0% (0/0),0% (0/0),1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,All good!,768,1366,26,-22,-3,38,16,-38,41,-23,30,-48,-9,-14,-36,-16,18,-39,17,3,-43,-15,-1,28,-27,5,-8,14,32,-32,-34,-4,46,-42,-45,11,4,22,7,27,-49,-12,43,-29,47,-46,39,31,50,-10,-35,25,-44,-33,40,-50,-31,-18,-40,20,-30,-19,42,-21,24,23,-20,49,9,15,2,48,10,12,35,34,-41,45,-28,-7,6,-2,19,37,29,-26,33,-11,-25,13,-13,-37,-6,8,1,-47,-24,-5,21,44,36,-17,-3,27,105,106,108,107,-30,45,109,29,110,102,19,101,-23,-42,104,103,-27,7,2052,1461,797,798,821,888,974,889,806,833,1001,921,1174,1267,924,936,1053,1056,1145,940,962,1064,897,1077,953,966,1071,1066,1118,913,963,895,900,858,1304,1076,986,1143,1137,1133,993,1082,1078,1055,988,1154,875,834,845,872,905,904,897,893,880,916,1369,1059,1097,1011,872,1222,913,940,1029,1140,911,865,993,1042,1119,1087,843,862,14562,1100,1197,1037,920,951,1053,1233,1205,1045,1220,1096,1139,1039,1085,1090,1053,1211,1423,1112,1004,1145,1099,999,1073,1064,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,3CFVK00FWMW6IJJHT2NI00REFQ2L6W,A10LGIY5HFYMZM,Submitted,Mon Apr 02 19:18:23 PDT 2018,Mon Apr 02 19:24:32 PDT 2018,Thu Apr 05 19:24:32 PDT 2018,,,,369,100% (3/3),100% (1/1),0% (0/0),0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,yes,768,1360,-36,-45,-37,-44,-15,20,-42,41,1,5,10,4,-47,15,-10,-38,-33,-7,-14,-3,9,-32,-19,35,33,37,2,8,-50,-30,34,14,7,-26,-16,17,-20,31,-11,-46,-35,28,21,48,26,32,-27,-28,13,-2,-18,-9,-34,-39,46,50,-21,47,-24,-12,29,-8,-13,27,30,24,-41,39,19,22,-49,18,-5,-6,43,-25,42,-1,3,23,36,12,11,-23,44,45,-17,-22,-29,-31,-4,-48,-43,6,40,49,16,-40,25,38,101,106,-2,50,107,108,47,27,110,-22,-40,102,109,10,-31,2,15,104,103,105,11614,3900,1958,1742,1420,1374,1518,1821,1567,1798,1255,1454,1893,5442,2038,1878,1288,1245,1351,1302,1445,1734,1782,1988,1344,1653,2006,2005,1695,1678,1639,1333,1294,1484,1917,4331,1927,1373,1407,1391,1384,1808,1390,1910,1566,1822,1303,1720,2397,1134,1350,1310,1574,1326,1465,1565,2148,4098,2088,1205,1335,1670,1478,1806,1542,1624,1765,1967,1559,2805,1326,1206,2081,1935,2622,1647,1767,3881,1726,3131,1808,1862,1718,1231,1286,1951,1710,1297,1463,2006,2390,1478,2606,1877,1840,1845,2670,3567,1751,1312,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,3CPLWGV3MPAJO2O03M69X2M5AMAN9B,AGELTFR07JZDE,Submitted,Mon Apr 02 19:18:01 PDT 2018,Mon Apr 02 19:23:53 PDT 2018,Thu Apr 05 19:23:53 PDT 2018,,,,352,0% (0/0),0% (0/0),0% (0/0),1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,OK,768,1366,42,-5,37,-48,3,46,-18,-31,-4,22,48,-9,-3,-30,-22,-40,44,45,-13,-45,-21,-27,-28,-19,-12,9,-39,-24,4,19,50,49,-17,23,-38,-46,-1,29,-2,-41,6,34,35,-26,-11,-14,-7,40,41,5,7,8,13,-37,24,26,16,-25,33,-32,20,38,31,-6,43,32,2,36,15,25,39,-49,-10,10,-8,-20,-35,47,-29,28,-15,21,-33,30,-44,-16,-50,18,-34,-42,14,-43,-36,12,1,-23,-47,11,27,17,22,105,-1,106,107,43,32,108,27,110,-33,101,109,102,-48,-27,104,-28,103,8,14783,3638,1544,1504,1229,889,1190,1159,858,1429,1009,1381,2012,4745,1330,2968,1506,2283,1597,1593,1994,1498,1323,1716,1603,1839,1729,1361,1554,1281,1195,1284,999,1261,1309,3361,1880,1385,1381,1947,4285,4724,2914,5869,1469,5570,1469,1939,2239,3706,1810,2715,1394,2899,1572,8267,2047,1928,1492,1323,1304,1499,1288,1350,1420,1801,1327,1469,1270,1239,1359,1490,2429,3551,3408,2109,1846,1233,1449,3578,2570,1048,1514,4047,3208,1358,2121,2102,1144,1449,3169,1510,1239,3787,2651,7211,2312,2434,2330,2404,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,3DBQWDE4Y790NFMO0WTSLMH3OQRN5K,A1M96K9C8J8F9L,Submitted,Mon Apr 02 19:16:12 PDT 2018,Mon Apr 02 19:28:49 PDT 2018,Thu Apr 05 19:28:49 PDT 2018,,,,757,0% (0/0),0% (0/0),0% (0/0),1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,everythig worked well,768,1366,-24,27,-8,-28,-37,50,-16,-25,30,-13,48,-6,-50,-45,-39,-23,-43,-18,4,-19,20,-36,34,21,-26,-4,25,-21,36,46,-31,-38,-5,-2,-11,43,14,24,41,-12,-35,38,-20,35,-15,11,-32,49,23,-1,18,-48,22,32,7,-34,15,6,-41,28,13,-33,-9,26,5,12,-27,-47,3,-30,-40,33,-7,1,-14,31,39,45,29,8,-42,-10,-22,-46,47,44,9,42,-17,-29,2,10,16,37,-49,40,19,-44,-3,17,-50,-20,14,106,3,45,107,108,37,109,42,-11,110,101,102,-19,25,103,104,105,4384,2813,992,2422,1357,860,1610,1095,1144,748,738,1834,1439,4487,1164,909,871,2098,1237,1229,1173,1197,972,1490,930,1075,1986,1022,6151,43916,1063,880,1124,1002,1469,8714,1702,1459,1125,1258,906,1024,922,1096,1056,1428,941,1114,1187,1054,1003,1094,1136,1693,1269,1073,1469,1531,1002,1064,1247,2883,1023,982,1349,1106,1003,1051,1065,1510,1795,1005,951,1013,973,1633,1978,762,972,1928,1003,973,973,1126,1705,1095,1927,1227,1073,992,935,1247,1044,1166,1116,1024,4051,1035,2303,1064,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,3DHE4R9OCXM2EQMFV9EZXV5U34E2GQ,AWE9A4ZOP9LNU,Submitted,Mon Apr 02 19:16:15 PDT 2018,Mon Apr 02 19:23:13 PDT 2018,Thu Apr 05 19:23:13 PDT 2018,,,,418,0% (0/0),0% (0/0),0% (0/0),0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,{},768,1366,24,-7,34,45,23,3,7,-24,27,-49,-9,13,40,11,-33,41,-40,17,-18,-45,-23,4,6,49,-11,47,10,-46,-29,-15,15,-14,-37,28,-39,43,-4,-3,-16,25,16,35,-38,-47,-32,18,12,8,-41,39,5,33,-12,9,-8,48,-25,-10,32,-27,19,-34,29,31,-21,26,-17,-35,-6,-5,22,37,46,21,-42,14,50,-19,-2,-13,1,-31,42,-48,-20,38,36,-36,20,-1,-28,-26,-22,-30,30,-43,-50,2,44,-44,101,43,-12,105,108,-42,29,107,110,-50,-28,102,109,-24,45,104,-18,-37,103,106,5112,1933,2078,1796,1667,1559,2344,1279,910,1283,1374,1670,2353,7534,3874,2263,1904,1699,1793,1854,2041,1860,2035,2346,1749,1969,4612,3610,3735,2394,3207,1704,6595,4046,1837,3107,1681,1469,1450,2267,1560,1817,1618,1527,1592,2225,1843,1329,1778,1611,1545,1953,2546,1976,2543,5008,1896,2013,3142,1814,3144,2162,2391,2346,1573,1725,1385,1456,1413,1248,1883,3066,1862,1718,1960,2158,1605,1513,1154,28621,1757,1287,1495,1516,1495,1589,1505,1179,1596,1317,1247,1390,1303,1593,2024,1403,1332,1624,1512,1424,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,3DOCMVPBTOP4D4SU4WPEF3HPFBRNNA,A2DFXQ3QVQ9ELH,Submitted,Mon Apr 02 19:19:08 PDT 2018,Mon Apr 02 19:26:08 PDT 2018,Thu Apr 05 19:26:08 PDT 2018,,,,420,100% (2/2),0% (0/0),0% (0/0),0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,Everything worked well.  It was tough!,800,1280,25,-15,-41,-2,12,44,9,-14,42,15,-8,14,35,38,16,21,-27,-26,7,-38,-31,-5,-11,-3,-19,49,-22,-34,-10,4,-36,43,50,31,-9,17,-21,27,-23,18,-40,11,-45,46,29,-32,5,-16,20,13,-6,1,26,-1,2,-30,-7,-44,30,-47,10,37,28,-20,-42,39,-18,-17,48,-50,-12,32,8,-4,19,41,-35,-37,23,-25,-48,-46,45,-43,6,-29,33,-28,47,34,-49,36,-13,3,40,22,-24,24,-39,-33,102,105,11,106,108,-18,107,-50,40,110,-24,9,109,-41,101,-22,104,103,-19,-45,7995,5121,3084,3104,5606,2789,3580,2273,4626,4451,2835,3189,5102,3095,3580,3015,3084,2647,3547,2602,2492,4172,1834,3714,2015,3439,1674,2314,2231,3432,2104,2413,2395,4922,4064,3129,1837,4228,2023,2012,2090,2823,1893,2167,2300,4636,2095,1639,2015,2494,1392,2445,1726,1488,2262,1733,5203,4359,2656,2737,2548,2674,1805,2233,2282,3454,2021,2780,2579,1883,1774,1612,1558,1784,2019,2007,1434,1654,2881,3830,1897,1997,3022,1575,3003,1475,1808,1733,2205,6952,1575,2757,1892,2151,1905,1779,1550,1987,1464,1415,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,3DR23U6WE6PYEBK18T87YFT8Q1CTES,A30YP6TXOXDN7C,Submitted,Mon Apr 02 19:22:17 PDT 2018,Mon Apr 02 19:29:59 PDT 2018,Thu Apr 05 19:29:59 PDT 2018,,,,462,100% (1/1),100% (1/1),0% (0/0),0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,It seems like some of the images are cut off at the top,800,1280,-32,-9,-30,4,-11,14,-48,-18,21,24,37,16,36,-41,23,-40,-27,-8,-10,6,-46,22,8,41,32,-17,26,50,38,-39,28,33,-26,-36,42,3,-38,-50,43,-23,15,-44,39,27,49,2,-49,34,-37,-2,-19,-6,-4,-33,31,46,17,-1,-3,7,9,1,20,13,40,-47,-31,10,45,-5,-35,5,-42,-16,11,18,-21,35,48,44,30,-24,47,19,29,-20,-22,-13,-15,-7,-34,-29,-45,-28,12,-14,-43,-12,-25,25,101,-23,106,3,107,5,45,108,110,30,-20,102,109,-9,41,-41,104,103,28,105,8966,4815,6115,4233,5004,3639,3910,3454,3591,4079,4229,5511,2542,2385,2230,2726,2648,2262,2143,1885,2136,2007,1846,3031,2294,3207,3392,3014,3367,3791,3278,2862,2551,3199,3509,4393,1909,2142,5291,2311,3954,4426,3649,6854,6079,3510,3095,5223,2864,3071,2622,2855,4070,4445,3758,2576,5725,3791,3319,2069,3392,3199,2358,2775,2358,2446,1966,4102,2423,2406,2623,4593,2121,1853,3087,2263,5057,2271,4543,3698,1919,1553,2453,5954,2062,1440,2894,6310,1927,5638,2186,4532,2287,2750,2375,2167,3768,2054,2623,2270,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,3DY4FPOOA2Z207TVZUSMY4GC2BIVRN,AVX4B6IZRYKBX,Submitted,Mon Apr 02 19:21:41 PDT 2018,Mon Apr 02 19:28:25 PDT 2018,Thu Apr 05 19:28:25 PDT 2018,,,,404,0% (0/0),0% (0/0),0% (0/0),1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,{},864,1536,47,-9,-3,-46,21,20,-24,1,38,-32,4,14,5,30,23,25,-39,-25,33,-17,-14,3,-40,-16,-33,-35,16,-13,-48,-47,42,-2,40,43,-50,-27,17,31,-22,-42,13,-18,-45,-43,-30,-44,-15,26,8,-31,-36,-34,6,-28,7,-10,-11,-6,24,45,36,-21,48,-41,41,-4,11,35,-1,-8,39,29,37,-49,-5,15,34,-19,-37,19,44,49,46,32,12,50,27,-20,-12,-38,28,2,22,-7,-23,10,9,-26,18,-29,101,31,106,-34,-8,108,107,-41,28,44,110,5,109,102,-37,-25,-17,104,103,105,4309,2377,2809,2782,3569,2627,2729,2379,2261,2156,2335,2224,2263,2734,2223,3212,2409,2427,2334,2239,1913,2681,2161,2191,2152,2473,2586,1736,2001,2399,3008,1805,4125,3675,3519,2569,2147,2438,1625,1676,2373,1768,2185,1864,2245,3336,1751,2978,2804,2015,2223,2029,3914,1243,3386,1763,3021,2840,2995,3216,3078,1723,4084,1709,2780,1408,2632,2863,1343,1302,3303,2530,2909,2027,1673,3768,3757,1577,3173,3788,2129,2863,3121,2411,2017,3389,3112,1879,1838,2659,2607,4632,3325,1259,1259,4021,4641,1467,3721,1193,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,3DYGAII7PMJPJMHZ03UNNMHPK1FPQV,A3774HPOUKYTX7,Submitted,Mon Apr 02 19:15:48 PDT 2018,Mon Apr 02 19:21:08 PDT 2018,Thu Apr 05 19:21:08 PDT 2018,,,,320,100% (9/9),0% (0/0),0% (0/0),0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,{},1080,1920,40,25,-48,-17,-38,-46,-27,37,17,41,26,9,-44,-24,38,1,32,-42,-47,-14,10,-26,-8,-49,-45,2,22,45,28,-28,50,49,-18,-43,24,43,-11,34,-39,46,-33,-12,27,-21,15,8,13,48,-22,23,7,-25,12,11,29,4,-37,-2,6,-31,14,-16,18,-7,5,-19,-36,3,16,-5,19,-40,-15,39,-4,44,-35,-34,-32,-10,-1,20,-29,-50,-3,47,-9,-30,42,36,31,35,-23,-41,21,-13,-6,-20,33,30,-38,43,12,106,16,107,108,-36,30,-50,110,102,109,24,101,1,104,-14,103,105,10407,522,536,609,694,681,523,792,671,609,555,547,937,931,603,676,2160,503,735,682,672,694,759,562,521,769,733,713,718,743,694,516,548,547,743,927,791,662,600,609,553,546,583,578,549,758,545,600,516,723,558,531,1116,930,515,586,506,2490,625,606,668,663,725,720,512,553,517,733,605,529,771,513,727,734,755,512,517,545,532,947,763,628,673,650,899,887,739,775,608,540,581,538,535,539,537,758,1857,638,777,765,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,3E47SOBEYR7T8ZKCIQ38UKRWU8JIC7,A15HH69K0VGFQ,Submitted,Mon Apr 02 19:17:28 PDT 2018,Mon Apr 02 19:23:45 PDT 2018,Thu Apr 05 19:23:45 PDT 2018,,,,377,0% (0/0),0% (0/0),0% (0/0),0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,{},1440,2560,-4,48,-45,11,40,16,-46,-21,-39,46,43,-20,17,-13,24,-19,-15,-6,-5,1,-29,39,-30,5,-43,7,-18,-48,30,23,27,49,41,-3,31,-44,-17,-32,-26,-41,32,-9,-34,-25,10,-33,34,2,-40,14,45,15,-16,21,37,12,-14,47,-8,44,50,-11,-2,-12,6,19,-50,3,-42,-27,-37,-23,42,22,-1,13,18,35,-10,-38,-24,4,-28,9,36,-22,-35,38,26,-31,8,33,20,-7,25,28,-36,-47,29,-49,101,106,105,-17,-12,47,108,107,110,109,-36,102,29,-33,-39,103,49,104,24,-9,12054,5845,3495,3272,3911,4208,3520,2960,2184,2375,2646,2495,5046,3463,2166,2215,2448,2230,1848,2008,1807,1671,1400,2808,1719,1815,1625,1505,1479,2168,1471,1512,1704,1304,4407,2148,2383,1608,1503,1815,1983,1983,1743,2062,2607,3361,2200,1936,1513,1375,1983,1592,1231,1849,1992,1950,2775,1833,1664,2056,2063,1680,1591,1455,1496,1920,2368,2872,1528,1689,1614,1848,2896,1936,1512,1336,1168,2031,3071,2286,1304,1993,1560,1623,1967,1352,1672,2208,2159,3624,1752,1871,1952,1800,1656,1519,1544,1800,1751,1400,,
