,subject,prolific_id,trial_type,rt,background,deviant,block_type,trial_index,fam_trial,total_rt,response,question_order,rating_type
712,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,all_background,31,3.0,,,,
713,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,all_background,32,3.0,,,,
714,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,1147.0,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,all_background,33,3.0,1647.0,,,
715,SS1696529192179,5d28701c573e380001514923,survey-likert,7572.0,,,,18,,,{'Q0': 1},[0],background
716,SS1696529215750,5f3f051d2b1f171e336d114a,survey-likert,,,,,34,,,,,background
717,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/003_right_1.gif,media/animal_stim/whitened/003_left_2.gif,all_background,19,3.0,,,,
718,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_right_1.gif,deviant,35,9.0,,,,
719,SS1696529210551,61170fc882aceb0cbcfebe6e,instructions,,,,,7,,,,,
720,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/003_right_1.gif,media/animal_stim/whitened/003_left_2.gif,all_background,20,3.0,,,,
721,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_right_1.gif,deviant,36,9.0,,,,
722,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/003_right_1.gif,media/animal_stim/whitened/003_right_2.gif,deviant,8,1.0,,,,
723,SS1696529207608,5ffdf54a500d7740e02f3639,instructions,20740.0,,,,2,,,,,
724,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/003_right_1.gif,media/animal_stim/whitened/003_left_2.gif,all_background,21,3.0,,,,
725,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_right_1.gif,deviant,37,9.0,,,,
726,SS1696529192179,5d28701c573e380001514923,curtain-display,21934.0,media/animal_stim/whitened/003_right_1.gif,media/animal_stim/whitened/003_left_2.gif,all_background,22,3.0,22434.0,,,
727,SS1696529192179,5d28701c573e380001514923,survey-likert,1053.0,,,,23,,1553.0,,,background
728,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_right_1.gif,deviant,38,9.0,,,,
729,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,all_background,24,9.0,,,,
730,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,6917.0,media/animal_stim/whitened/003_right_1.gif,media/animal_stim/whitened/003_right_2.gif,deviant,9,1.0,7417.0,,,
731,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_right_1.gif,deviant,39,9.0,,,,
732,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,all_background,25,9.0,,,,
733,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_right_1.gif,deviant,40,9.0,,,,
734,SS1696529210551,61170fc882aceb0cbcfebe6e,survey-likert,4428.0,,,,10,,,{'Q0': 2},[0],background
735,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_right_1.gif,deviant,41,9.0,,,,
736,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,all_background,26,9.0,,,,
737,SS1696529186386,6090f6323a468814885fca1e,instructions,46521.0,,,,3,,,,,
738,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_right_1.gif,deviant,42,9.0,,,,
739,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,all_background,11,9.0,,,,
740,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_right_1.gif,deviant,43,9.0,,,,
741,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,all_background,27,9.0,,,,
742,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,500.0,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_right_1.gif,deviant,44,9.0,1000.0,,,
743,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,,,,4,,,,,
744,SS1696529215750,5f3f051d2b1f171e336d114a,survey-likert,,,,,45,,,,,background
745,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,all_background,12,9.0,,,,
746,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,all_background,28,9.0,,,,
747,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,,,,5,,,,,
748,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,all_background,13,9.0,,,,
749,SS1696529215750,5f3f051d2b1f171e336d114a,html-button-response,4851.0,,,,46,,,0,,
750,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,all_background,29,9.0,,,,
751,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,all_background,14,9.0,,,,
752,SS1696529186386,6090f6323a468814885fca1e,curtain-display,4699.0,,,,6,,5199.0,,,
753,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,all_background,30,9.0,,,,
754,SS1696529215750,5f3f051d2b1f171e336d114a,survey-text,4415.0,,,,47,,,{'Q0': '40'},,
755,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,all_background,15,9.0,,,,
756,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,all_background,31,9.0,,,,
757,SS1696529207608,5ffdf54a500d7740e02f3639,instructions,29150.0,,,,3,,,,,
758,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,all_background,16,9.0,,,,
759,SS1696529215750,5f3f051d2b1f171e336d114a,survey-multi-select,6309.0,,,,48,,,{'ethnicity': ['White']},[0],
760,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,all_background,32,9.0,,,,
761,SS1696529207608,5ffdf54a500d7740e02f3639,curtain-display,,,,,4,,,,,
762,SS1696529192179,5d28701c573e380001514923,curtain-display,954.0,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,all_background,33,9.0,1454.0,,,
763,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,all_background,17,9.0,,,,
764,SS1696529207608,5ffdf54a500d7740e02f3639,curtain-display,,,,,5,,,,,
765,SS1696529192179,5d28701c573e380001514923,survey-likert,2917.0,,,,34,,,{'Q0': 1},[0],background
766,SS1696529215750,5f3f051d2b1f171e336d114a,survey-text,5626.0,,,,49,,,{'Q0': 'female'},,
767,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,deviant,35,1.0,,,,
768,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,all_background,18,9.0,,,,
769,SS1696529192179,5d28701c573e380001514923,curtain-display,1423.0,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,deviant,36,1.0,1923.0,,,
770,SS1696529192179,5d28701c573e380001514923,survey-likert,,,,,37,,,,,background
771,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,all_background,19,9.0,,,,
772,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,701.0,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,all_background,20,9.0,1201.0,,,
773,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,38,1.0,,,,
774,SS1696529207608,5ffdf54a500d7740e02f3639,curtain-display,7787.0,,,,6,,8287.0,,,
775,SS1696529192179,5d28701c573e380001514923,curtain-display,1880.0,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,39,1.0,2380.0,,,
776,SS1696529210551,61170fc882aceb0cbcfebe6e,survey-likert,6462.0,,,,21,,,{'Q0': 0},[0],background
777,SS1696529192179,5d28701c573e380001514923,survey-likert,3705.0,,,,40,,,{'Q0': 3},[0],background
778,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_right_1.gif,all_background,22,3.0,,,,
779,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_left_1.gif,deviant,41,3.0,,,,
780,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_right_1.gif,all_background,23,3.0,,,,
781,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_right_1.gif,all_background,24,3.0,,,,
782,SS1696529186386,6090f6323a468814885fca1e,instructions,33414.0,,,,7,,,,,
783,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_left_1.gif,deviant,42,3.0,,,,
784,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_left_1.gif,deviant,43,3.0,,,,
785,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,1360.0,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_right_1.gif,all_background,25,3.0,1860.0,,,
786,SS1696529210551,61170fc882aceb0cbcfebe6e,survey-likert,,,,,26,,,,,background
787,SS1696529192179,5d28701c573e380001514923,curtain-display,1141.0,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_left_1.gif,deviant,44,3.0,1641.0,,,
788,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_left_1.gif,deviant,8,1.0,,,,
789,SS1696529192179,5d28701c573e380001514923,survey-likert,,,,,45,,,,,background
790,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_left_1.gif,deviant,27,3.0,,,,
791,SS1696529215750,5f3f051d2b1f171e336d114a,survey-multi-choice,27486.0,,,,50,,,"{'education': ""Bachelor's Degree""}",[0],
792,SS1696529186386,6090f6323a468814885fca1e,curtain-display,3758.0,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_left_1.gif,deviant,9,1.0,4258.0,,,
793,SS1696529192179,5d28701c573e380001514923,html-button-response,4961.0,,,,46,,,0,,
794,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_left_1.gif,deviant,28,3.0,,,,
795,SS1696529215750,5f3f051d2b1f171e336d114a,html-button-response,3602.0,,,,51,,,0,,
796,SS1696529192179,5d28701c573e380001514923,survey-text,2492.0,,,,47,,,{'Q0': '35'},,
797,SS1696529186386,6090f6323a468814885fca1e,survey-likert,4352.0,,,,10,,,{'Q0': 3},[0],background
798,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_left_1.gif,deviant,29,3.0,,,,
799,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_right_1.gif,deviant,11,3.0,,,,
800,SS1696529192179,5d28701c573e380001514923,survey-multi-select,5243.0,,,,48,,,{'ethnicity': ['White']},[0],
801,SS1696529215750,5f3f051d2b1f171e336d114a,survey-text,6134.0,,,,52,,,{'Q0': '40'},,
802,SS1696529215750,5f3f051d2b1f171e336d114a,survey-multi-select,2006.0,,,,53,,,{'ethnicity': ['White']},[0],
803,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_right_1.gif,deviant,12,3.0,,,,
804,SS1696529192179,5d28701c573e380001514923,survey-text,3752.0,,,,49,,,{'Q0': 'male'},,
805,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_right_1.gif,deviant,13,3.0,,,,
806,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_right_1.gif,deviant,14,3.0,,,,
807,SS1696529215750,5f3f051d2b1f171e336d114a,survey-text,4706.0,,,,54,,,{'Q0': 'female'},,
808,SS1696529192179,5d28701c573e380001514923,survey-multi-choice,5947.0,,,,50,,,"{'education': ""Master's Degree""}",[0],
809,SS1696529192179,5d28701c573e380001514923,html-button-response,4404.0,,,,51,,,0,,
810,SS1696529186386,6090f6323a468814885fca1e,survey-likert,8504.0,,,,15,,,{'Q0': 3},[0],background
811,SS1696529215750,5f3f051d2b1f171e336d114a,survey-multi-choice,7980.0,,,,55,,,{'education': 'High school diploma'},[0],
812,SS1696529215750,5f3f051d2b1f171e336d114a,fullscreen,,,,,56,,,,,
813,SS1696529192179,5d28701c573e380001514923,survey-text,3794.0,,,,52,,,{'Q0': '35'},,
814,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_left_2.gif,all_background,16,1.0,,,,
815,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,21824.0,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_left_1.gif,deviant,30,3.0,22324.0,,,
816,SS1696529192179,5d28701c573e380001514923,survey-multi-select,1429.0,,,,53,,,{'ethnicity': ['White']},[0],
817,SS1696529186386,6090f6323a468814885fca1e,curtain-display,14721.0,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_left_2.gif,all_background,17,1.0,15221.0,,,
818,SS1696529186386,6090f6323a468814885fca1e,survey-likert,399.0,,,,18,,899.0,,,background
819,SS1696529207608,5ffdf54a500d7740e02f3639,instructions,,,,,7,,,,,
820,SS1696529192179,5d28701c573e380001514923,survey-text,3386.0,,,,54,,,{'Q0': 'male'},,
821,SS1696529210551,61170fc882aceb0cbcfebe6e,survey-likert,3421.0,,,,31,,,{'Q0': 3},[0],background
822,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_left_2.gif,all_background,19,3.0,,,,
823,SS1696529192179,5d28701c573e380001514923,survey-multi-choice,1648.0,,,,55,,,"{'education': ""Master's Degree""}",[0],
824,SS1696529192179,5d28701c573e380001514923,fullscreen,,,,,56,,,,,
825,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_right_1.gif,all_background,32,1.0,,,,
826,SS1696529207608,5ffdf54a500d7740e02f3639,curtain-display,,media/animal_stim/whitened/004_left_1.gif,media/animal_stim/whitened/004_left_2.gif,deviant,8,1.0,,,,
827,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_left_2.gif,all_background,20,3.0,,,,
828,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_right_1.gif,all_background,33,1.0,,,,
829,SS1696529210551,61170fc882aceb0cbcfebe6e,survey-likert,2294.0,,,,34,,,{'Q0': 3},[0],background
830,SS1696529215750,5f3f051d2b1f171e336d114a,html-button-response,14298.0,,,,57,,,0,,
831,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_left_2.gif,all_background,21,3.0,,,,
832,SS1696529207608,5ffdf54a500d7740e02f3639,curtain-display,3691.0,media/animal_stim/whitened/004_left_1.gif,media/animal_stim/whitened/004_left_2.gif,deviant,9,1.0,4191.0,,,
833,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_left_1.gif,deviant,35,9.0,,,,
834,SS1696529186386,6090f6323a468814885fca1e,curtain-display,1839.0,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_left_2.gif,all_background,22,3.0,2339.0,,,
835,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,8912.0,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_left_1.gif,deviant,36,9.0,9412.0,,,
836,SS1696529207608,5ffdf54a500d7740e02f3639,survey-likert,5399.0,,,,10,,,{'Q0': 2},[0],background
837,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_left_1.gif,deviant,37,9.0,,,,
838,SS1696529186386,6090f6323a468814885fca1e,survey-likert,3605.0,,,,23,,,{'Q0': 2},[0],background
839,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_left_1.gif,deviant,38,9.0,,,,
840,SS1696529207608,5ffdf54a500d7740e02f3639,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_left_2.gif,deviant,11,9.0,,,,
841,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_left_1.gif,deviant,39,9.0,,,,
842,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_left_2.gif,deviant,24,9.0,,,,
843,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_left_1.gif,deviant,40,9.0,,,,
844,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_left_1.gif,deviant,41,9.0,,,,
845,SS1696529207608,5ffdf54a500d7740e02f3639,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_left_2.gif,deviant,12,9.0,,,,
846,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_left_1.gif,deviant,42,9.0,,,,
847,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_left_2.gif,deviant,25,9.0,,,,
848,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_left_1.gif,deviant,43,9.0,,,,
849,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_left_1.gif,deviant,44,9.0,,,,
850,SS1696529207608,5ffdf54a500d7740e02f3639,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_left_2.gif,deviant,13,9.0,,,,
851,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_left_2.gif,deviant,26,9.0,,,,
852,SS1696529210551,61170fc882aceb0cbcfebe6e,survey-likert,,,,,45,,,,,background
853,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_left_2.gif,deviant,27,9.0,,,,
854,SS1696529210551,61170fc882aceb0cbcfebe6e,html-button-response,3032.0,,,,46,,,0,,
855,SS1696529207608,5ffdf54a500d7740e02f3639,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_left_2.gif,deviant,14,9.0,,,,
856,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_left_2.gif,deviant,28,9.0,,,,
857,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_left_2.gif,deviant,29,9.0,,,,
858,SS1696529210551,61170fc882aceb0cbcfebe6e,survey-text,1614.0,,,,47,,,{'Q0': '22'},,
859,SS1696529207608,5ffdf54a500d7740e02f3639,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_left_2.gif,deviant,15,9.0,,,,
860,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_left_2.gif,deviant,30,9.0,,,,
861,SS1696529210551,61170fc882aceb0cbcfebe6e,survey-multi-select,2402.0,,,,48,,,{'ethnicity': ['Hispanic or Latino']},[0],
862,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_left_2.gif,deviant,31,9.0,,,,
863,SS1696529210551,61170fc882aceb0cbcfebe6e,survey-text,2859.0,,,,49,,,{'Q0': 'male'},,
864,SS1696529207608,5ffdf54a500d7740e02f3639,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_left_2.gif,deviant,16,9.0,,,,
865,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_left_2.gif,deviant,32,9.0,,,,
866,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_left_2.gif,deviant,33,9.0,,,,
867,SS1696529207608,5ffdf54a500d7740e02f3639,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_left_2.gif,deviant,17,9.0,,,,
868,SS1696529186386,6090f6323a468814885fca1e,survey-likert,5380.0,,,,34,,,{'Q0': 3},[0],background
869,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_left_2.gif,all_background,35,9.0,,,,
870,SS1696529207608,5ffdf54a500d7740e02f3639,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_left_2.gif,deviant,18,9.0,,,,
871,SS1696529210551,61170fc882aceb0cbcfebe6e,survey-multi-choice,7749.0,,,,50,,,{'education': 'Associate Degree/Technical certification'},[0],
872,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_left_2.gif,all_background,36,9.0,,,,
873,SS1696529210551,61170fc882aceb0cbcfebe6e,html-button-response,2416.0,,,,51,,,0,,
874,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_left_2.gif,all_background,37,9.0,,,,
875,SS1696529207608,5ffdf54a500d7740e02f3639,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_left_2.gif,deviant,19,9.0,,,,
876,SS1696529210551,61170fc882aceb0cbcfebe6e,survey-text,1614.0,,,,52,,,{'Q0': '22'},,
877,SS1696529210551,61170fc882aceb0cbcfebe6e,survey-multi-select,1580.0,,,,53,,,{'ethnicity': ['Hispanic or Latino']},[0],
878,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_left_2.gif,all_background,38,9.0,,,,
879,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_left_2.gif,all_background,39,9.0,,,,
880,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_left_2.gif,all_background,40,9.0,,,,
881,SS1696529210551,61170fc882aceb0cbcfebe6e,survey-text,3748.0,,,,54,,,{'Q0': 'male'},,
882,SS1696529207608,5ffdf54a500d7740e02f3639,curtain-display,5154.0,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_left_2.gif,deviant,20,9.0,5654.0,,,
883,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_left_2.gif,all_background,41,9.0,,,,
884,SS1696529207608,5ffdf54a500d7740e02f3639,survey-likert,2482.0,,,,21,,,{'Q0': 1},[0],background
885,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_left_2.gif,all_background,42,9.0,,,,
886,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_left_2.gif,all_background,43,9.0,,,,
887,SS1696529186386,6090f6323a468814885fca1e,curtain-display,,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_left_2.gif,all_background,44,9.0,,,,
888,SS1696529210551,61170fc882aceb0cbcfebe6e,survey-multi-choice,3832.0,,,,55,,,{'education': 'Associate Degree/Technical certification'},[0],
889,SS1696529210551,61170fc882aceb0cbcfebe6e,fullscreen,,,,,56,,,,,
890,SS1696529207608,5ffdf54a500d7740e02f3639,curtain-display,,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_left_2.gif,all_background,22,9.0,,,,
891,SS1696529186386,6090f6323a468814885fca1e,survey-likert,,,,,45,,,,,background
892,SS1696529207608,5ffdf54a500d7740e02f3639,curtain-display,,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_left_2.gif,all_background,23,9.0,,,,
893,SS1696529186386,6090f6323a468814885fca1e,html-button-response,3963.0,,,,46,,,0,,
894,SS1696529207608,5ffdf54a500d7740e02f3639,curtain-display,,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_left_2.gif,all_background,24,9.0,,,,
